company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_3015,failed,2001,3.562,23.171,2.098,-13.218,0,-15.943,0,47.6665,9.953,17.498,1.247,-15.316,-13.218,3.061,-225.82,9.953,4.41,23.171
C_2051,failed,2002,36.243,96.459,1.66,11.762,13.348,10.991,4.171,23.3864,151.183,43.625,0,10.102,54.724,29.181,-17.453,151.183,33.539,139.421
C_3695,failed,2017,56.941,36.464,34.305,55.963,0,-6.637,29.687,48.2347,108.287,164.298,309.361,21.658,71.823,62.84,-562.206,108.287,413.233,52.324
C_7838,failed,2012,200.059,455.751,27.6,-1.077,171.385,-118.376,3.115,43.0153,657.313,407.413,60.048,-28.677,201.562,301.968,-297.629,657.313,438.023,658.39
C_5555,failed,2001,18.667,46.138,1.848,1.665,6.74,-1.45,8.767,7.6154,67.906,31.313,12.499,-0.183,21.768,9.523,3.87,67.906,22.179,66.241
C_3874,failed,2007,2.411,8.504,0.989,-8.065,1.402,-9.847,0.13,22.307,0.439,33.705,0.071,-9.054,-8.065,2.066,-33.557,0.439,2.137,8.504
C_4586,failed,2004,28.932,121.094,13.852,38.811,2.047,-2.086,3.898,159.111,201.35,217.536,215.026,24.959,80.256,27.599,-34.541,201.35,246.828,162.539
C_1355,failed,2006,53.84,97.377,3.983,9.344,47.335,2.784,0.252,30.0699,183.03,75.191,13.8,5.361,85.653,16.605,39.059,183.03,34.971,173.686
C_5282,failed,2000,901,1267,113,326,373,122,306,1162.7006,1793,3220,767,213,526,783,-52,1793,2215,1467
C_480,failed,2010,21.891,18.283,20.297,26.721,0,5.503,5.396,54.9942,51.143,152.517,32,6.424,32.86,14.414,7.006,51.143,61.84,24.422
C_4666,failed,2005,80.822,4.716,4.2,-7.738,2.375,-23.754,3.784,198.2714,32.9,86.826,49.102,-11.938,28.184,7.437,-311.596,32.9,83.617,40.638
C_7344,failed,2006,13.114,3.582,0.238,-3.4,3.083,-3.518,2.234,39.8318,6.621,14.046,0,-3.638,3.039,0.738,-13.689,6.621,0.738,10.021
C_4788,failed,2011,1992.683,1614.554,398.612,1649.268,52.637,962.542,563.934,7682.632,3322.419,6964.157,1495.823,1250.656,1707.865,427.291,2467.668,3322.419,2631.094,1673.151
C_1199,failed,2000,11199,27368,3659,-1148,392,-3339,4562,7267.56,26220,36152,7590,-4807,-1148,17331,-2109,26220,32500,27368
C_2322,failed,2003,15.784,55.158,3.017,4.916,0.979,-1.109,6.54,65.2613,70.545,66.183,20.656,1.899,15.387,18.114,-97.468,70.545,38.77,65.629
C_5076,failed,2012,349.917,377.138,44.893,204.297,140.686,105.933,103.258,1809.1056,645.536,808.878,0,159.404,268.398,50.83,655.483,645.536,95.8,441.239
C_4090,failed,2000,24.446,49.034,0.324,8.524,14.297,6.007,8.121,55.4295,70.018,28.056,16.062,8.2,20.984,16.949,-29.522,70.018,33.011,61.494
C_2358,failed,2001,6.615,0.413,5.868,-12.587,5.007,-24.937,0.236,143.4453,3.116,28.762,6.982,-18.455,2.703,9.127,-287.68,3.116,16.109,15.703
C_331,failed,2001,214.424,473.785,42.931,113.959,78.596,19.583,0,912.0758,918.737,611.575,110.104,71.028,444.952,82.536,372.33,918.737,207.387,804.778
C_7589,failed,2012,49.732,42.231,19.277,44.789,1.845,-126.9,11.546,17.7161,98.997,172.325,0,25.512,56.766,289.98,-141.73,98.997,313.923,54.208
C_7627,failed,2010,80.891,271.845,103.637,90.631,17.513,-245.266,33.81,90.422,411.833,686.321,0,-13.006,139.988,380.507,104.719,411.833,389.447,321.202
C_5046,failed,2001,9.414,16.539,3.613,-0.655,0,-4.167,3.663,29.1203,31.425,55.216,0.158,-4.268,14.886,5.267,-54.393,31.425,5.625,32.08
C_7772,failed,2007,15.764,107.213,5.778,17.377,0.381,-3.476,12.371,50.8872,130.301,174.462,120.793,11.599,23.088,39.057,-11.005,130.301,163.199,112.924
C_3910,failed,2005,426.721,821.821,63.161,260.434,215.14,126.212,12.679,1807.637,1391.473,807.561,0.1,197.273,569.652,122.471,522.187,1391.473,260.771,1131.039
C_8946,failed,2009,32.805,34.757,36.997,15.795,0,-59.131,15.027,8.9402,64.873,372.587,316.263,-21.202,30.116,38.578,-282.741,64.873,372.892,49.078
C_1238,failed,2000,87.891,211.854,13.713,2.055,35.175,-12.294,46.741,65.8908,232.074,222.755,65.075,-11.658,20.22,46.344,69.061,232.074,141.133,230.019
C_4001,failed,2004,96.741,74.347,3.901,36.504,15.998,23.784,28.488,225.8573,164.715,167.388,0,32.603,90.368,15.277,301.313,164.715,23.631,128.211
C_6343,failed,2003,3.71,5.849,0.742,-11.215,0,-9.405,0.146,27.7636,3.886,5.117,0,-11.957,-1.963,1.302,-198.643,3.886,1.437,15.101
C_3073,failed,2000,76.136,370.418,8.438,-14.875,1.109,-28.212,61.658,131.2,471.152,181.723,39.495,-23.313,100.734,118.078,-44.428,471.152,157.585,486.027
C_3953,failed,2007,1.135,2.677,0.011,-1.896,0.134,-2.052,0.846,5.218,3.552,1.867,0,-1.907,0.875,1.622,-4.409,3.552,1.622,5.448
C_2335,failed,2000,277.89,1090.238,201.512,262.659,47.93,-12.736,180.267,539.1936,1391.784,2232.614,1102.014,61.147,301.546,315.446,-234.98,1391.784,2012.74,1129.125
C_1712,failed,2000,18.949,51.168,1.972,-23.417,0,0.308,3.67,64.5138,35.137,139.096,0,-25.389,-16.031,20.506,-81.828,35.137,130.431,58.554
C_8959,failed,2011,209.433,249.75,325.606,534.529,6.305,64.655,133.253,2531.4637,859.37,2798.86,1109.333,208.923,609.62,368.688,-533.644,859.37,1852.163,324.841
C_689,failed,2002,46.293,67.294,21.414,56.598,0,23.961,32.071,293.1563,133.919,486.547,165.233,35.184,66.625,25.934,134.011,133.919,231.768,77.321
C_3524,failed,2001,99.374,315.126,10.975,11.615,61.793,0.43,1.455,93.0882,427.04,197.282,12.394,0.64,111.914,56.651,46.133,427.04,75.478,415.425
C_4537,failed,2009,0.117,0.018,0,0.09,0,0.09,0,1.8831,0.074,0.117,0,0.09,0.056,0.134,-15.834,0.074,0.134,-0.016
C_5541,failed,2001,66.573,231.737,26.317,114.858,5.535,78.132,49.92,873.2862,394.405,711.171,492.517,88.541,162.668,93.131,-293.167,394.405,747.369,279.547
C_1189,failed,2005,384.887,344.026,140.576,576.61,1.855,464.829,179.536,1987.8351,1000.303,3348.68,965.655,436.034,656.277,132.207,1652.686,1000.303,1472.652,423.693
C_3909,failed,2001,94.856,194.32,11.915,33.106,73.09,3.462,4.726,31.3029,388.306,185.177,96.179,21.191,193.986,62.347,-23.016,388.306,170.436,355.2
C_4430,failed,2001,744.5,1530.7,71.3,128.2,132.6,-46.2,406.1,1293.6,1823.3,2987.9,1282.4,56.9,292.6,763.6,-750.1,1823.3,2450.3,1695.1
C_5640,failed,2010,27.128,103.613,6.203,14.573,0,-2.317,13.022,33.1669,118.186,116.401,17.796,8.37,14.573,98.921,-54.733,118.186,116.717,103.613
C_4774,failed,2007,175.03,302.093,8.87,15.118,106.756,-16.804,60.153,28.4346,393.942,208.893,0.211,6.248,91.849,140.303,-46.262,393.942,145.867,378.824
C_6692,failed,2006,3.004,4.714,0.224,0.219,1.242,-0.003,1.047,21.2117,7.547,6.028,0,-0.005,2.833,0.631,0.058,7.547,0.631,7.328
C_4053,failed,2000,16.716,17.81,7.814,-11.467,2.641,-26.686,4.373,25.7413,33.441,27.666,0.492,-19.281,15.631,4.56,-90.425,33.441,5.289,44.908
C_5913,failed,2007,7.613,13.351,4.446,1.547,0.293,-0.789,4.082,196.128,28.353,201.469,33.5,-2.899,15.002,10.99,-15.81,28.353,85.012,26.806
C_800,failed,2004,908.125,1775.084,49.05,213.955,444.828,91.567,374.733,1333.0608,2447.43,1587.759,302.4,164.905,672.346,197.01,758.78,2447.43,630.276,2233.475
C_3526,failed,2002,87.071,483.481,25.579,85.254,12.39,39.209,0.79,406.0433,615.715,473.313,0,59.675,132.234,42.496,229.641,615.715,53.554,530.461
C_5353,failed,2006,175.684,128.475,7.739,-64.37,2.891,-77.783,51.366,637.7766,165.574,254.061,145.621,-72.109,37.099,45.934,-382.553,165.574,201.354,229.944
C_4110,failed,2006,5.201,6.242,0.091,-0.164,2.016,-3.653,2.816,7.333,12.214,5.556,5.506,-0.255,5.972,5.865,-108.641,12.214,11.371,12.378
C_6107,failed,2011,1113.566,714.018,251.764,650.69,0,-518.964,605.706,83.3884,1480.623,3460.204,2184.057,398.926,766.605,1125.804,-1469.974,1480.623,3470.071,829.933
C_3497,failed,1999,1.335,5.69,0.296,-5.628,0.005,-7.411,0,95.657,0.062,1.68,1.226,-5.924,-5.628,1.016,-21.378,0.062,2.242,5.69
C_409,failed,1999,1119.753,1388.821,89.2,304.533,523.363,-175.038,411.536,1562.6681,2092.358,3726.618,1309.812,215.333,703.537,977.97,-261.612,2092.358,2966.706,1787.825
C_1189,failed,2011,342.147,958.56,152.041,7.793,19.219,-192.916,220.65,332.9715,1049.531,4034.349,2050.902,-144.248,90.971,140.101,1938.24,1049.531,2479.104,1041.738
C_8371,failed,2009,511.445,933.489,139.175,394.876,64.199,381.701,91.149,457.8974,1398.2,1677.596,718.406,255.701,464.711,264.019,1.508,1398.2,1232.118,1003.324
C_744,failed,2003,80.127,206.747,6.962,33.756,0,15.847,34.663,400.6927,300.182,255.296,2,26.794,93.435,27.146,109.47,300.182,35.459,266.426
C_7924,failed,2009,23.638,92.567,33.626,-22.373,3.9,-58.383,14.081,157.7516,86.861,311.162,246.041,-55.999,-5.706,38.016,-217.324,86.861,311.688,109.234
C_4586,failed,2007,40.211,118.213,13.116,42.977,1.455,-18.258,3.563,383.6756,205.495,218.462,225.288,29.861,87.282,26.665,-57.133,205.495,266.288,162.518
C_297,failed,2002,10.229,10.422,0.768,1.254,5.511,-0.433,2.521,20.152,19.541,12.105,0,0.486,9.119,2.005,-3.157,19.541,2.005,18.287
C_3372,failed,2005,14.159,48.32,1.328,-21.807,4.329,-1.607,4.026,0.7519,47.268,14.698,0,-23.135,-1.052,9.686,-44.537,47.268,9.686,69.075
C_20,failed,2010,246.976,2178.563,11.817,24.363,14.591,8.631,192.485,102.5649,2211.97,301.305,0,12.546,33.407,206.998,78.04,2211.97,211.15,2187.607
C_4387,failed,2001,14.447,14.331,0.69,-0.28,8.68,-1.504,1.214,3.6765,32.672,15.154,0,-0.97,18.341,6.481,-1.862,32.672,6.848,32.952
C_6089,failed,2005,0.651,0.336,0.142,3.625,0.008,5.928,0.453,0.7508,7.158,0.673,0,3.483,6.822,12.163,-133.224,7.158,12.163,3.533
C_535,failed,2009,6140.606,5556.639,906.697,1690.045,2239.762,253.766,2504.876,13067.9599,8826.933,18866.183,5847.258,783.348,3270.294,2796.888,4931.843,8826.933,9067.479,7136.888
C_1199,failed,2018,9195,11018,3036,5741,554,-6837,6269,12358.0513,16759,76995,0,2705,5741,41695,-259,16759,64092,11018
C_4413,failed,2005,337.275,1414.964,380.739,464.704,136.45,-552.74,0,177.7585,2006.327,1385.128,1083.083,83.965,591.363,493.131,-407.873,2006.327,1597.946,1541.623
C_5818,failed,2008,168.522,971.848,38.736,-599.542,75.008,-118.237,10.408,57.821,419.863,606.347,59.951,-638.278,-551.985,581.131,-880.571,419.863,654.635,1019.405
C_1883,failed,2000,171.929,551.838,14.277,39.997,149.602,14.849,15.43,276.0784,781.249,254.795,31.705,25.72,229.411,61.4,91.342,781.249,95.108,741.252
C_8330,failed,2011,393.07,1452.721,132.864,191.709,166.876,-137.061,128.086,50.5008,1722.489,1421.475,1262.459,58.845,269.768,250.439,-370.846,1722.489,1567.44,1530.78
C_851,failed,2001,1482,6477,478,1101,696,77,568,3895.1149,8377,10652,4754,623,1900,1240,-1426,8377,8167,7276
C_5172,failed,2012,7.764,7.286,0.391,-6.279,0,-8.226,0.041,32.1472,1.007,8.966,8.513,-6.67,-6.279,1.285,-371.36,1.007,10.407,7.286
C_876,failed,2004,145.121,382.342,14.266,18.017,65.674,-36.121,66.689,41.1551,457.642,224.464,15.714,3.751,75.3,127.31,-52.694,457.642,155.879,439.625
C_1169,failed,2003,350.772,416.417,39.543,111.44,133.073,53.104,121.146,521.6446,563.649,1044.903,251.117,71.897,147.232,98.915,304.508,563.649,589.4,452.209
C_7327,failed,2003,46.843,56.982,1.424,8.98,0,4.16,20.824,47.1367,65.962,56.858,25.436,7.556,8.98,25.597,-0.938,65.962,51.079,56.982
C_1519,failed,2000,1.851,1.686,0.04,0.689,0.82,0.733,0.537,2.8058,3.204,2.077,0.241,0.649,1.518,0.323,-10.916,3.204,0.576,2.515
C_7401,failed,2012,821.1,652,36.3,297.2,93,106.8,504.8,1879.953,1402.9,1313,1025,260.9,750.9,212.1,841.7,1402.9,1290.7,1105.7
C_1046,failed,2008,513.04,3150.909,467.017,-1744.519,42.479,-1733.471,159.672,1911.3791,1490.258,4822.352,3019.738,-2211.536,-1660.651,322.873,-1738.476,1490.258,3489.851,3234.777
C_1020,failed,2003,175.793,367.841,17.144,21.267,8.664,4.673,28.453,189.08,449.079,267.32,0.69,4.123,81.238,76.057,131.73,449.079,82.391,427.812
C_7719,failed,2007,591.784,394.859,90.664,325.223,2.494,136.522,265.005,2113.0195,766.793,3642.539,890.013,234.559,371.934,264.1,279.244,766.793,1631.106,441.57
C_4764,failed,2001,680.554,1283.125,53.629,132.235,104.544,-136.217,207.75,198.1366,1653.471,1449.124,550.177,78.606,370.346,546.898,30.615,1653.471,1207.247,1521.236
C_3116,failed,2005,129.053,327.673,11.81,-2.271,25.475,-29.362,2.819,319.4577,500.807,181.055,19.824,-14.081,173.134,59.877,-158.376,500.807,106.925,503.078
C_6120,failed,2002,95.388,255.078,1.475,14.089,24.321,8.3,64.803,109.8013,293.965,130.8,6.623,12.614,38.887,81.015,14.09,293.965,87.638,279.876
C_4666,failed,2012,8.639,5.167,0.7,-15.963,0.748,-18.222,4.238,22.0131,17.878,17.597,0,-16.663,12.711,14.905,-416.965,17.878,16.368,33.841
C_3628,failed,2003,3030,4887,454,614,279,-667,1035,1607.4054,5817,12961,5904,160,930,2576,-1880,5817,10493,5203
C_510,failed,2008,5004,6773,494,537,948,-442,1716,1764.552,9416,9179,1252,43,2643,3462,5130,9416,8218,8879
C_3978,failed,2003,9.977,17.258,0.747,-1.024,3.493,-1.698,2.385,91.7953,26.575,16.1,3.867,-1.771,9.317,4.281,-63.021,26.575,8.148,27.599
C_3673,failed,2012,4.386,7.347,4.05,-1.8,0.951,-4.22,2.443,37.5556,11.532,31.662,0.94,-5.85,4.185,19.509,-64.015,11.532,20.608,13.332
C_1189,failed,1999,120.983,230.016,57.855,81.221,0,14.764,18.456,498.7813,350.545,1720.945,827.372,23.366,120.529,45.208,606.409,350.545,1059.887,269.324
C_6779,failed,2000,0.008,0.029,0.014,-0.29,0,-0.373,0.008,0.1892,0.07,1.406,0,-0.304,0.041,0.731,-3.32,0.07,0.731,0.36
C_6306,failed,2006,2.397,9.543,0.313,-0.997,0,-4.858,2.15,1.8669,13.504,5.649,0.731,-1.31,3.961,5.24,-43.406,13.504,6.788,14.501
C_3382,failed,2010,599.69,197.394,268.658,189.305,31.905,-136.098,161.574,311.448,665.258,774.405,100,-79.353,467.864,379.532,-314.649,665.258,567.574,475.953
C_2859,failed,2001,0.816,3.19,0.564,0.995,0.091,0.124,0.602,8.58,4.959,9.671,2.167,0.431,1.769,2.892,0.164,4.959,5.059,3.964
C_5681,failed,2005,2.816,9.682,1.327,-1.205,0,-2.288,0.883,25.176,8.477,6.105,0.107,-2.532,-1.205,2.232,-46.469,8.477,2.874,9.682
C_560,failed,2005,17.047,36.962,14.003,21.333,0,13.741,9.344,189.7948,67,109.536,0.001,7.33,30.038,24.228,-6.448,67,26.255,45.667
C_1745,failed,2008,559.122,1249.733,171.368,473.34,34.756,84.058,382.201,534.9551,1972.088,2016.923,633.591,301.972,722.355,273.373,246.729,1972.088,1156.191,1498.748
C_2293,failed,2003,71.596,157.892,2.5,14.094,34.392,4.99,29.273,51.5589,202.017,127.275,27.086,11.594,44.125,42.766,11.87,202.017,78.269,187.923
C_5414,failed,2003,6.957,48.324,1.403,0.71,0.168,-1.581,6.113,8.1021,53.579,16.011,2.513,-0.693,5.255,9.387,-7.419,53.579,11.9,52.869
C_5447,failed,2003,117.928,299.084,16.942,37.55,52.701,12.478,9.457,352.3403,518.844,210.657,0,20.608,219.76,67.19,71.628,518.844,90.86,481.294
C_2240,failed,2006,1575.339,883.65,98.865,445.773,52.097,-155.577,348.262,3546.7896,1675.19,8054.71,2746.669,346.908,791.54,1112.114,920.262,1675.19,4951.086,1229.417
C_3910,failed,2010,175.853,668.473,55.647,-39.497,95.701,-96.648,0,281.897,929.506,401.276,29.093,-95.144,261.033,83.214,202.079,929.506,186.942,969.003
C_7371,failed,2006,121.712,243.636,160.543,454.096,0,156.364,97.831,1721.7768,765.619,2585.403,995.396,293.553,521.983,143.042,431.845,765.619,1398.733,311.523
C_4586,failed,2006,34.142,120.382,12.691,38.126,1.792,-0.335,3.063,298.835,200.944,213.682,216.887,25.435,80.562,25.235,-38.875,200.944,244.216,162.818
C_4764,failed,2004,411.745,1345.919,52.983,131.125,112.219,-19.708,252.711,150.9793,1742.914,1174.747,767.499,78.142,396.995,298.354,-156.032,1742.914,1117.393,1611.789
C_5634,failed,2003,5.725,95.496,6.036,18.097,2.097,6.538,0,118.686,121.708,67.613,3.635,12.061,26.212,11.586,20.669,121.708,18.293,103.611
C_1199,failed,2007,5511,9353,1770,3884,371,1006,3120,15296.1313,13237,36648,9753,2114,3884,6723,3161,13237,27843,9353
C_7791,failed,2012,15.734,2.78,0.858,-12.458,0.576,-13.575,0.299,68.6407,3.681,18.142,2.532,-13.316,0.901,2.418,-137.429,3.681,6.782,16.139
C_6773,failed,2008,0.93,0.232,0.194,0.353,0,0.029,0.915,176.4218,1.481,5.072,0.076,0.159,1.249,0.888,-16.058,1.481,2.055,1.128
C_1199,failed,2004,6408,7359,1497,3721,304,4504,3106,13110.6893,11080,34540,8025,2224,3721,6918,2859,11080,25621,7359
C_4387,failed,2000,16.701,16.794,0.511,-0.955,12.489,-0.471,1.089,7.5915,37.153,18.158,0,-1.466,20.359,7.957,-0.358,37.153,8.37,38.108
C_2078,failed,2012,29.283,3.262,0.332,-24.281,4.989,-22.853,0.033,445.8153,6.188,31.924,0,-24.613,2.926,6.94,-231.531,6.188,6.94,30.469
C_6747,failed,2002,162.867,479.728,22.834,23.406,0,-14.395,48.4,664.1068,549.221,1256.805,190.034,0.572,69.493,177.273,-7.329,549.221,535.903,525.815
C_38,failed,2003,0.706,1.53,0.615,0.746,0,-1.948,0.453,11.3732,3.148,16.47,3.023,0.131,1.618,2.371,1.477,3.148,12.595,2.402
C_3612,failed,2009,72.631,123.228,2.549,2.235,8.137,-6.046,29.371,25.2048,165.178,86.929,0.079,-0.314,41.95,13.424,42.246,165.178,28.08,162.943
C_1267,failed,2001,196.941,472.423,30.84,0.459,98.256,-24.905,64.812,222.5423,499.227,534.93,220.029,-30.381,26.804,102.841,111.695,499.227,362.817,498.768
C_689,failed,2014,166.741,261.084,75.336,170.357,0,62.375,98.131,613.2839,495.769,1716.355,544.732,95.021,234.685,67.423,628.738,495.769,747.602,325.412
C_2106,failed,2001,207.494,916.612,57.936,90.726,146.064,8.389,54.674,493.1242,1081.279,1230.422,329.136,32.79,164.667,105.626,414.669,1081.279,617.683,990.553
C_3739,failed,2005,103.513,29.985,2.165,-2.345,2.735,-10.534,6.317,588.1248,69.011,134.884,0,-4.51,39.026,25.429,19.756,69.011,25.429,71.356
C_4952,failed,2002,84.627,213.182,3.301,16.427,15.912,7.338,58.752,83.2793,290.894,157.239,17.026,13.126,77.712,88.146,-46.036,290.894,106.32,274.467
C_5069,failed,2015,1077.563,5997.552,171.353,394.468,253.326,-8.508,661.141,1567.9902,8121.661,2528.015,840.932,223.115,2124.109,761.895,-135.326,8121.661,1982.511,7727.193
C_5282,failed,2001,760,1252,110,192,370,-43,215,797.6052,1590,3004,1172,82,338,383,-156,1590,2105,1398
C_7064,failed,2007,7.423,0.023,0.262,-15.867,0,-15.749,0.71,830.4714,0.32,23.784,0,-16.129,0.297,4.333,-51.223,0.32,4.333,16.187
C_5658,failed,2013,3.098,10.558,0.01,0.386,0,0.383,2.291,13.3975,13.291,5.227,0,0.376,2.733,0.831,-33.483,13.291,0.831,12.905
C_5099,failed,1999,160.045,175.281,7.617,44.873,147.691,19.334,8.797,352.7063,315.406,216.936,14.64,37.256,140.125,128.707,21.484,315.406,145.008,270.533
C_3741,failed,2006,580.6,1759.3,122.4,172.8,172.8,-166.9,301.7,175.8079,2056.2,1691.2,659.4,50.4,296.9,438.9,-577.2,2056.2,1532.1,1883.4
C_7261,failed,2007,11.965,115.336,8.823,-8.917,1.046,-20.784,0.658,91.4189,134.556,56.412,0.075,-17.74,19.22,12.653,-240.554,134.556,22.566,143.473
C_7586,failed,2014,1876.314,3881.63,837.68,253.342,237.945,-874.961,375.601,370.1288,4287.078,10736.148,3719.519,-584.338,405.448,1009.549,-4953.461,4287.078,7749.348,4033.736
C_7924,failed,2007,31.49,27.432,19.652,29.829,0,-1.25,18.061,300.9641,69.152,580.242,306.516,10.177,41.72,65.925,-28.988,69.152,481.544,39.323
C_3739,failed,2003,59.057,36.4,1.32,-17.134,2.318,-24.764,4.338,125.5352,52.752,70.123,0,-18.454,16.352,17.886,12.36,52.752,17.886,69.886
C_1216,failed,2010,85.849,39.789,340.8,68.341,7.831,-262.12,28.486,664.5517,148.333,664.577,179.171,-272.459,108.544,285.384,-469.122,148.333,480.605,79.992
C_3674,failed,2001,286.769,622.932,64.34,91.014,101.823,-14.602,104.246,193.0282,860.88,960.981,508.691,26.674,237.948,90.763,96.678,860.88,680.467,769.866
C_3628,failed,2002,7586,4786,449,405,236,-2737,2822,436.6743,5516,20030,5665,-44,730,6748,-2381,5516,16585,5111
C_2163,failed,1999,97.289,113.048,4.321,12.933,33.926,6.289,22.403,91.9425,241.773,141.318,0,8.612,128.725,22.258,103.847,241.773,26.94,228.84
C_53,failed,2003,70.018,349.167,24.162,37.433,19.004,-109.681,39.979,13.3995,423.92,230.324,175.184,13.271,74.753,54.886,-119.894,423.92,272.259,386.487
C_38,failed,2005,1.677,3.088,1.339,-1.644,0,-3.613,0.671,26.6986,3.572,30.881,2.144,-2.983,0.484,4.329,-1.411,3.572,11.572,5.216
C_8269,failed,2012,224.39,266.938,22.989,23.951,174.229,-37.272,22.962,108.2528,617.31,328.212,112.856,0.962,350.372,161.609,-152.851,617.31,306.128,593.359
C_2966,failed,2006,17.991,34.802,0.408,-5.645,1.017,-5.976,1.338,83.61,50.897,28.89,0.242,-6.053,16.095,30.637,-22.312,50.897,30.906,56.542
C_1576,failed,2009,585.627,632.646,130.184,401.056,44.237,259.476,311.617,2450.0041,1168.634,3293.357,275,270.872,535.988,204.712,2385.644,1168.634,829.327,767.578
C_6663,failed,2003,22.115,8.574,2.955,-10.985,11.687,-24.433,4.106,41.3789,15.785,30.057,10.005,-13.94,7.211,8.802,-242.92,15.785,19.494,26.77
C_1969,failed,2001,0.024,0.086,0.005,-0.681,0,-0.733,0.004,1.8079,0.179,0.175,0,-0.686,0.093,0.944,-11.929,0.179,1.164,0.86
C_186,failed,2007,158.934,0.747,0.458,-68.716,2.636,-48.668,10.771,1233.7646,14.024,167.173,0.223,-69.174,13.277,19.184,-66.131,14.024,28.108,82.74
C_5700,failed,2002,0.732,7.425,1.065,0.645,0,0.105,0.264,1.4117,10.815,4.505,0.572,-0.42,3.39,2.145,-6.541,10.815,2.717,10.17
C_689,failed,2012,304.573,231.467,59.722,105.038,0,19.273,94.212,926.9117,389.205,1745.674,500.999,45.316,157.738,79.736,638.937,389.205,717.792,284.167
C_4764,failed,2016,383.245,1345.29,47.2,135.186,101.95,67.949,236.187,59.7855,1660.001,912.959,986.939,87.986,314.711,315.206,-971.514,1660.001,1502.116,1524.815
C_6335,failed,2013,38.149,106.193,8.223,-45.547,19.521,-58.511,0,51.3308,136.65,70.379,0,-53.77,30.457,41.094,-117.232,136.65,49.318,182.197
C_6389,failed,2009,128.589,459.214,29.621,9.203,30.96,-88.238,74.851,34.1778,534.485,389.16,288.669,-20.418,75.271,94.108,-280.802,534.485,399.351,525.282
C_4110,failed,2002,6.408,7.034,0.57,-7.593,3.85,-10.33,0.786,9.9071,12.211,7.753,10,-8.163,5.177,3.547,-94.238,12.211,13.547,19.804
C_3574,failed,2007,22.011,18.956,0.616,-13.565,8.904,-19.44,8.968,517.906,20.777,27.158,53.607,-14.181,1.821,10.811,-539.927,20.777,85.865,34.342
C_4347,failed,2007,282.685,247.554,24.8,-38.783,7.937,271.63,89.54,176.6578,372.258,791.586,0.003,-63.583,124.704,132.595,-351.15,372.258,866.595,411.041
C_7627,failed,2006,52.369,146.46,29.867,82.57,7.256,39.06,31.513,242.3078,253.586,403.091,123.301,52.703,107.126,56.186,135.446,253.586,179.487,171.016
C_7510,failed,2005,15.844,8.504,1.539,-4.144,0,-6.502,1.138,50.7212,18.139,35.034,0,-5.683,9.635,4.226,-17.897,18.139,4.226,22.283
C_7084,failed,2011,3005.9,5550,535.3,2156.2,446.3,957.7,987.5,8976.121,7974.4,16733,6556.4,1620.9,2424.4,1823.7,3601.6,7974.4,11217.2,5818.2
C_5658,failed,2012,4.271,9.582,0.014,0.521,0,0.422,1.278,8.6082,12.369,5.424,0,0.507,2.787,1.171,-33.626,12.369,1.171,11.848
C_6849,failed,2015,10131,1927,1320,2301,0,-196,571,5455.494,5576,27084,15508,981,3649,1893,-440,5576,21470,3275
C_8350,failed,2016,74.03,104.023,52.374,-6.65,0,-109.129,17.252,0.5554,116.205,312.881,0.24,-59.024,12.182,338.773,-236.892,116.205,340.109,122.855
C_6692,failed,2007,3.102,4.424,0.258,-0.918,1.256,-1.01,0.713,14.1801,6.666,6.539,0,-1.176,2.242,1.153,-0.973,6.666,1.153,7.584
C_5046,failed,2000,18.558,11.09,0.981,2.042,0,1.631,4.894,345.1685,19.572,58.519,0.246,1.061,8.482,7.553,-50.138,19.572,8.09,17.53
C_7034,failed,2005,15.694,1.397,0.083,-7.103,0.438,-9.312,0.588,105.4832,1.487,16.126,0,-7.186,0.09,2.471,-138.246,1.487,2.471,8.59
C_1819,failed,2002,6.685,34.158,1.139,-0.932,0,-5.971,6.423,0.6562,51.828,15.545,0.158,-2.071,17.67,9.793,-6.237,51.828,10.398,52.76
C_2162,failed,2000,55.117,203.831,10.928,22.293,18.346,0.192,25.227,25.8981,250.265,175.607,79.534,11.365,46.434,38.354,36.505,250.265,129.294,227.972
C_6960,failed,2000,54.318,7.317,0.437,-9.007,4.343,-8.47,1.941,34.6959,13.444,57.435,0,-9.444,6.127,4.013,-34.749,13.444,4.013,22.451
C_1712,failed,2012,159.312,456.3,80.754,95.829,37.734,-7.226,73.464,132.6373,600.437,936.115,337.198,15.075,144.137,170.912,-438.072,600.437,1222.346,504.608
C_4191,failed,2003,326.575,1136.77,24.1,85.202,95.882,-21.489,181.288,122.045,1304.56,789.906,640.621,61.102,167.79,295.429,-268.564,1304.56,993.022,1219.358
C_2078,failed,2008,9.114,1.636,0.602,-20.278,0.713,-18.339,0.675,353.3022,0.445,12.252,9.499,-20.88,-1.191,3.251,-119.609,0.445,12.75,20.723
C_6054,failed,1999,13.392,19.03,0.189,-1.315,8.57,-1.263,3.364,12.025,25.3,16.575,1.303,-1.504,6.27,6.399,0.862,25.3,7.702,26.615
C_2162,failed,2001,54.121,198.547,12.297,23.166,16.112,0.723,28.925,23.9518,247.814,169.603,63.702,10.869,49.267,46.777,37.222,247.814,122.54,224.648
